Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance,CallDuration,age_group,LastContactDayGroup,LastContactMonth_Number,NoOfContactsGroup,CallDurationGroup
1723,30,services,married,secondary,0,637,1,0,cellular,15,may,5,-1,0,0,69,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1724,38,technician,married,tertiary,0,0,0,0,cellular,12,jun,2,-1,0,0,112,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1725,38,management,divorced,tertiary,0,4425,1,0,cellular,30,may,1,-1,0,0,162,31-40 Years,End of Month,5,One times,Below Average CallDuration
1726,45,blue-collar,married,primary,0,412,1,0,telephone,4,feb,5,265,13,0,45,41-50 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1727,33,services,married,secondary,0,624,1,0,cellular,15,may,1,-1,0,0,423,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1728,34,technician,single,tertiary,0,2838,1,0,cellular,13,may,3,-1,0,1,620,31-40 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1729,49,services,divorced,secondary,0,947,0,0,cellular,20,jun,2,-1,0,1,808,41-50 Years,Middle of Month,6,1 - 10 times,Above Average CallDuration
1730,32,management,single,tertiary,0,9317,0,0,cellular,2,nov,3,-1,0,0,92,31-40 Years,Beginning of Month,11,1 - 10 times,Below Average CallDuration
1731,37,management,married,tertiary,0,238,0,0,cellular,3,nov,1,-1,0,1,149,31-40 Years,Beginning of Month,11,One times,Below Average CallDuration
1732,39,housemaid,married,primary,0,-44,1,0,cellular,27,may,1,-1,0,0,228,31-40 Years,End of Month,5,One times,Below Average CallDuration
1733,39,admin.,married,secondary,0,2319,0,0,cellular,21,nov,1,137,1,0,48,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
1734,34,blue-collar,divorced,secondary,0,368,0,1,cellular,7,jul,1,-1,0,0,2201,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
1735,52,management,married,tertiary,0,4675,0,0,cellular,12,feb,3,-1,0,1,181,51-60 Years,Middle of Month,2,1 - 10 times,Below Average CallDuration
1736,30,technician,single,secondary,0,316,1,1,cellular,30,jan,2,2,2,0,130,21-30 Years,End of Month,1,1 - 10 times,Below Average CallDuration
1737,56,services,married,secondary,0,0,0,0,cellular,13,aug,4,-1,0,0,112,51-60 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1738,53,blue-collar,divorced,primary,0,2656,1,0,cellular,30,may,2,-1,0,1,1980,51-60 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1739,25,blue-collar,single,secondary,0,1243,0,1,cellular,10,jul,7,-1,0,1,1341,21-30 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
1740,42,blue-collar,divorced,primary,0,301,1,0,cellular,17,jul,2,-1,0,1,1175,41-50 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1741,48,management,divorced,tertiary,0,313,0,0,cellular,8,may,1,-1,0,0,208,41-50 Years,Beginning of Month,5,One times,Below Average CallDuration
1742,30,management,married,tertiary,0,86,1,1,cellular,19,nov,1,97,2,0,155,21-30 Years,Middle of Month,11,One times,Below Average CallDuration
1743,59,management,married,tertiary,0,98417,0,0,telephone,20,nov,5,-1,0,0,145,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1744,66,retired,married,secondary,0,3409,0,0,cellular,19,oct,3,160,3,0,133,>61 Years,Middle of Month,10,1 - 10 times,Below Average CallDuration
1745,42,unemployed,married,secondary,0,1289,0,0,cellular,15,oct,3,92,6,1,1176,41-50 Years,Middle of Month,10,1 - 10 times,Above Average CallDuration
1746,40,unemployed,single,secondary,0,334,0,0,cellular,5,mar,1,91,6,1,219,31-40 Years,Beginning of Month,3,One times,Below Average CallDuration
1747,38,entrepreneur,married,tertiary,0,170,1,0,cellular,18,may,1,-1,0,1,442,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1748,44,services,married,secondary,0,972,1,0,cellular,30,jul,3,-1,0,0,294,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1749,48,housemaid,married,primary,0,0,0,0,cellular,28,aug,23,-1,0,0,20,41-50 Years,End of Month,8,20 - 30 times,Below Average CallDuration
1750,52,blue-collar,married,secondary,0,-164,0,0,cellular,22,aug,4,-1,0,0,314,51-60 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1751,59,unemployed,married,secondary,0,1047,0,0,cellular,21,aug,1,184,3,1,438,51-60 Years,Middle of Month,8,One times,Above Average CallDuration
1752,42,technician,single,secondary,0,49,0,0,cellular,9,feb,10,-1,0,0,7,41-50 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1753,30,blue-collar,single,secondary,0,315,0,0,cellular,23,jun,1,-1,0,1,1407,21-30 Years,End of Month,6,One times,Above Average CallDuration
1754,31,admin.,single,secondary,0,1129,1,0,cellular,18,may,3,-1,0,0,145,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1755,30,admin.,married,secondary,0,2678,1,0,cellular,18,may,5,-1,0,0,23,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1756,28,management,single,secondary,0,4465,0,0,cellular,28,jan,1,-1,0,1,769,21-30 Years,End of Month,1,One times,Above Average CallDuration
1757,35,admin.,married,secondary,0,1286,1,0,cellular,5,may,3,337,1,1,862,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1758,36,admin.,divorced,secondary,0,246,1,0,cellular,16,may,2,-1,0,0,206,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1759,40,services,divorced,secondary,0,1959,1,0,cellular,30,may,1,-1,0,0,177,31-40 Years,End of Month,5,One times,Below Average CallDuration
1760,53,blue-collar,married,secondary,0,2,1,0,cellular,16,may,2,-1,0,0,851,51-60 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1761,30,admin.,single,secondary,0,3809,1,0,cellular,3,jun,4,-1,0,0,159,21-30 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1762,51,entrepreneur,married,tertiary,0,267,1,0,cellular,30,may,1,-1,0,0,56,51-60 Years,End of Month,5,One times,Below Average CallDuration
1763,31,blue-collar,married,primary,0,554,1,0,cellular,14,may,1,352,5,0,317,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
1764,51,management,married,tertiary,0,469,0,0,cellular,14,oct,1,182,3,1,491,51-60 Years,Middle of Month,10,One times,Above Average CallDuration
1765,38,unemployed,single,secondary,0,804,0,0,cellular,1,jun,1,-1,0,1,1087,31-40 Years,Beginning of Month,6,One times,Above Average CallDuration
1766,29,admin.,single,secondary,0,27,1,0,cellular,6,may,1,-1,0,1,754,21-30 Years,Beginning of Month,5,One times,Above Average CallDuration
1767,49,blue-collar,married,secondary,0,171,0,0,telephone,5,feb,6,-1,0,0,260,41-50 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1768,44,entrepreneur,married,primary,0,5038,0,0,cellular,7,jul,7,-1,0,0,199,41-50 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
1769,37,self-employed,divorced,secondary,0,1082,0,0,cellular,2,feb,3,5,5,0,127,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1770,33,services,married,secondary,0,1697,0,0,cellular,4,may,1,182,1,1,489,31-40 Years,Beginning of Month,5,One times,Above Average CallDuration
1771,59,unemployed,divorced,secondary,0,7469,0,0,cellular,22,feb,1,130,1,0,287,51-60 Years,End of Month,2,One times,Below Average CallDuration
1772,48,unemployed,married,secondary,0,926,0,0,cellular,15,feb,4,185,6,1,382,41-50 Years,Middle of Month,2,1 - 10 times,Above Average CallDuration
1773,38,management,married,tertiary,0,5432,1,1,cellular,17,apr,1,149,2,0,707,31-40 Years,Middle of Month,4,One times,Above Average CallDuration
1774,42,services,divorced,secondary,0,466,0,0,cellular,28,jan,1,-1,0,0,48,41-50 Years,End of Month,1,One times,Below Average CallDuration
1775,65,housemaid,married,primary,0,715,0,0,cellular,11,mar,1,-1,0,1,323,>61 Years,Beginning of Month,3,One times,Below Average CallDuration
1776,40,management,married,tertiary,0,10786,0,0,cellular,20,jun,3,-1,0,0,111,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1777,42,management,married,tertiary,0,9,1,0,cellular,15,may,3,-1,0,0,98,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1778,35,blue-collar,married,secondary,0,253,1,0,cellular,15,may,1,345,1,0,452,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1779,47,unemployed,married,primary,0,324,0,0,cellular,21,nov,2,-1,0,1,462,41-50 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1780,77,retired,married,primary,0,3324,0,0,cellular,13,may,1,91,5,1,289,>61 Years,Middle of Month,5,One times,Below Average CallDuration
1781,33,management,married,tertiary,0,0,1,0,cellular,9,jul,1,-1,0,0,310,31-40 Years,Beginning of Month,7,One times,Below Average CallDuration
1782,31,blue-collar,single,secondary,0,1979,1,1,cellular,6,may,1,-1,0,1,1205,31-40 Years,Beginning of Month,5,One times,Above Average CallDuration
1783,57,blue-collar,married,secondary,0,3585,0,0,telephone,14,nov,1,-1,0,1,172,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
1784,30,admin.,single,tertiary,0,739,1,0,cellular,17,apr,1,-1,0,0,297,21-30 Years,Middle of Month,4,One times,Below Average CallDuration
1785,47,services,married,secondary,0,3333,1,1,cellular,29,jul,2,-1,0,0,114,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1786,27,management,single,tertiary,0,3347,0,0,cellular,18,may,1,-1,0,0,311,21-30 Years,Middle of Month,5,One times,Below Average CallDuration
1787,34,admin.,married,secondary,0,2374,1,0,cellular,9,nov,1,209,2,1,161,31-40 Years,Beginning of Month,11,One times,Below Average CallDuration
1788,36,services,single,secondary,0,62,1,0,cellular,5,may,2,-1,0,0,215,31-40 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1789,38,technician,single,secondary,0,435,1,0,cellular,6,may,4,345,1,0,437,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1790,36,management,single,tertiary,0,2163,0,0,cellular,5,jun,1,-1,0,0,317,31-40 Years,Beginning of Month,6,One times,Below Average CallDuration
1791,70,retired,divorced,primary,0,482,0,0,telephone,14,jan,1,196,2,1,372,>61 Years,Middle of Month,1,One times,Above Average CallDuration
1792,54,blue-collar,married,primary,0,175,0,1,cellular,8,jul,1,-1,0,0,1027,51-60 Years,Beginning of Month,7,One times,Above Average CallDuration
1793,45,blue-collar,married,secondary,0,266,1,0,cellular,12,may,1,-1,0,0,277,41-50 Years,Middle of Month,5,One times,Below Average CallDuration
1794,48,services,married,secondary,0,22,0,0,cellular,2,feb,2,-1,0,0,429,41-50 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1795,32,management,single,tertiary,0,819,1,0,cellular,20,apr,2,-1,0,1,114,31-40 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
1796,43,entrepreneur,married,primary,0,1318,1,1,telephone,11,may,8,-1,0,0,10,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1797,31,management,single,tertiary,0,147,0,0,cellular,9,jun,2,92,3,1,163,31-40 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1798,54,management,married,tertiary,0,1303,0,0,cellular,3,feb,1,-1,0,1,1635,51-60 Years,Beginning of Month,2,One times,Above Average CallDuration
1799,33,services,divorced,secondary,0,1156,1,0,cellular,15,may,1,177,2,0,612,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1800,68,retired,divorced,primary,0,695,0,0,cellular,9,apr,1,-1,0,1,233,>61 Years,Beginning of Month,4,One times,Below Average CallDuration
1801,32,management,married,tertiary,0,943,1,0,cellular,30,jan,2,2,2,0,402,31-40 Years,End of Month,1,1 - 10 times,Above Average CallDuration
1802,35,management,single,tertiary,0,1618,1,1,cellular,7,may,1,-1,0,1,542,31-40 Years,Beginning of Month,5,One times,Above Average CallDuration
1803,45,admin.,married,secondary,0,204,1,0,cellular,3,jun,2,-1,0,1,224,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1804,60,retired,married,tertiary,0,3461,0,0,cellular,26,may,2,112,2,0,94,51-60 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1805,30,admin.,single,secondary,0,4448,0,0,cellular,11,feb,8,-1,0,1,112,21-30 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1806,50,admin.,divorced,secondary,0,237,0,1,telephone,5,nov,1,-1,0,1,169,41-50 Years,Beginning of Month,11,One times,Below Average CallDuration
1807,36,technician,married,tertiary,0,341,0,0,cellular,13,aug,1,-1,0,1,282,31-40 Years,Middle of Month,8,One times,Below Average CallDuration
1808,47,technician,married,tertiary,0,1694,0,1,cellular,20,jun,3,-1,0,1,560,41-50 Years,Middle of Month,6,1 - 10 times,Above Average CallDuration
1809,37,technician,married,secondary,0,1109,1,0,cellular,12,may,1,354,5,0,62,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
1810,42,technician,divorced,secondary,0,214,0,0,cellular,16,apr,1,-1,0,1,127,41-50 Years,Middle of Month,4,One times,Below Average CallDuration
1811,73,retired,married,secondary,0,739,0,0,cellular,11,sep,1,-1,0,1,210,>61 Years,Beginning of Month,9,One times,Below Average CallDuration
1812,60,unemployed,married,secondary,0,1047,0,0,cellular,27,may,3,279,4,1,173,51-60 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1813,52,self-employed,single,tertiary,0,1623,1,0,cellular,5,jun,17,-1,0,0,21,51-60 Years,Beginning of Month,6,10 - 20 times,Below Average CallDuration
1814,48,services,divorced,primary,0,2805,0,1,cellular,23,jul,2,-1,0,0,212,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1815,43,management,married,tertiary,0,13015,1,0,cellular,21,nov,1,-1,0,0,56,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
1816,82,retired,divorced,primary,0,0,0,0,telephone,15,mar,2,195,1,1,506,>61 Years,Middle of Month,3,1 - 10 times,Above Average CallDuration
1817,50,management,married,secondary,1,421,0,0,cellular,20,nov,5,-1,0,0,22,41-50 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1818,34,technician,married,secondary,0,210,1,1,cellular,12,may,2,173,1,0,211,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1819,46,management,married,primary,0,3229,1,0,cellular,20,apr,1,-1,0,1,1550,41-50 Years,Middle of Month,4,One times,Above Average CallDuration
1820,36,entrepreneur,married,secondary,0,660,1,1,cellular,17,apr,1,-1,0,0,430,31-40 Years,Middle of Month,4,One times,Above Average CallDuration
1821,42,management,married,primary,0,5310,1,0,cellular,20,aug,1,90,3,1,273,41-50 Years,Middle of Month,8,One times,Below Average CallDuration
1822,36,services,single,secondary,0,281,1,0,cellular,16,may,1,-1,0,1,515,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1823,36,technician,single,secondary,0,4136,1,0,cellular,30,may,3,-1,0,1,812,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1824,36,management,married,tertiary,0,763,0,0,cellular,2,feb,1,-1,0,0,50,31-40 Years,Beginning of Month,2,One times,Below Average CallDuration
1825,34,technician,single,secondary,0,0,0,0,cellular,28,aug,4,-1,0,0,54,31-40 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1826,45,admin.,divorced,secondary,0,-176,0,1,cellular,7,jul,1,-1,0,1,574,41-50 Years,Beginning of Month,7,One times,Above Average CallDuration
1827,72,self-employed,married,tertiary,0,132,0,0,cellular,27,apr,1,-1,0,1,444,>61 Years,End of Month,4,One times,Above Average CallDuration
1828,49,services,single,secondary,0,1884,1,0,cellular,8,may,1,-1,0,0,43,41-50 Years,Beginning of Month,5,One times,Below Average CallDuration
1829,50,management,married,tertiary,0,19447,1,1,cellular,21,nov,1,-1,0,0,166,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
1830,51,admin.,married,secondary,0,949,0,0,cellular,5,aug,1,-1,0,1,1092,51-60 Years,Beginning of Month,8,One times,Above Average CallDuration
1831,58,technician,married,secondary,0,5618,1,0,cellular,20,nov,2,189,1,0,361,51-60 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1832,22,student,single,secondary,0,2281,0,0,cellular,8,sep,1,-1,0,0,221,21-30 Years,Beginning of Month,9,One times,Below Average CallDuration
1833,35,admin.,married,secondary,0,3854,1,0,cellular,5,may,1,-1,0,0,131,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
1834,46,blue-collar,married,secondary,0,209,0,0,cellular,11,aug,2,-1,0,0,72,41-50 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1835,36,technician,single,secondary,0,18,0,0,cellular,21,aug,2,-1,0,0,67,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1836,34,technician,divorced,tertiary,0,1317,1,0,cellular,15,may,1,-1,0,0,239,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
1837,52,blue-collar,married,secondary,0,580,0,0,cellular,21,nov,2,-1,0,1,965,51-60 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1838,35,blue-collar,married,primary,0,994,1,0,cellular,23,may,8,-1,0,1,1349,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1839,36,management,single,tertiary,0,3669,0,0,cellular,20,apr,1,376,1,0,166,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1840,31,management,single,tertiary,0,1761,1,0,telephone,29,jul,3,440,3,1,332,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1841,47,technician,married,secondary,0,232,1,0,cellular,5,may,2,285,1,0,166,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1842,32,blue-collar,married,secondary,0,1520,1,0,cellular,19,nov,1,-1,0,0,493,31-40 Years,Middle of Month,11,One times,Above Average CallDuration
1843,29,admin.,single,tertiary,0,-197,0,0,cellular,6,aug,1,-1,0,0,47,21-30 Years,Beginning of Month,8,One times,Below Average CallDuration
1844,58,self-employed,married,secondary,0,372,0,0,cellular,17,jun,2,-1,0,0,315,51-60 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1845,51,blue-collar,married,primary,0,1194,1,0,cellular,16,may,3,-1,0,0,558,51-60 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1846,58,unemployed,married,secondary,0,687,1,0,cellular,7,aug,1,99,2,1,221,51-60 Years,Beginning of Month,8,One times,Below Average CallDuration
1847,38,blue-collar,single,primary,0,127,1,0,cellular,28,jan,1,-1,0,0,70,31-40 Years,End of Month,1,One times,Below Average CallDuration
1848,40,technician,married,secondary,0,-312,1,0,cellular,28,may,1,-1,0,0,198,31-40 Years,End of Month,5,One times,Below Average CallDuration
1849,30,technician,single,secondary,0,707,0,0,cellular,26,may,1,-1,0,0,228,21-30 Years,End of Month,5,One times,Below Average CallDuration
1850,58,retired,married,primary,0,2074,0,0,cellular,18,jun,2,-1,0,1,259,51-60 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1851,51,retired,married,primary,0,752,1,0,cellular,30,may,2,-1,0,0,214,51-60 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1852,59,housemaid,married,tertiary,0,0,0,0,telephone,13,nov,1,-1,0,1,494,51-60 Years,Middle of Month,11,One times,Above Average CallDuration
1853,27,technician,single,primary,0,1022,1,0,cellular,19,may,2,-1,0,0,445,21-30 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1854,26,management,single,tertiary,0,200,0,0,cellular,1,sep,2,-1,0,0,91,21-30 Years,Beginning of Month,9,1 - 10 times,Below Average CallDuration
1855,28,blue-collar,single,secondary,0,3430,1,0,cellular,6,jun,6,-1,0,0,72,21-30 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1856,22,services,single,secondary,0,344,1,0,cellular,18,may,1,-1,0,1,347,21-30 Years,Middle of Month,5,One times,Below Average CallDuration
1857,35,admin.,single,secondary,0,-101,1,0,cellular,16,apr,1,318,1,0,275,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1858,40,blue-collar,married,secondary,0,1451,0,0,cellular,30,sep,1,121,1,1,117,31-40 Years,End of Month,9,One times,Below Average CallDuration
1859,38,blue-collar,married,secondary,0,0,0,0,cellular,6,jun,1,-1,0,0,361,31-40 Years,Beginning of Month,6,One times,Above Average CallDuration
1860,33,technician,married,secondary,0,3243,0,0,cellular,12,aug,4,-1,0,1,439,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1861,69,housemaid,married,primary,0,1080,0,0,cellular,18,aug,2,118,2,0,197,>61 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1862,42,blue-collar,married,secondary,0,165,1,0,cellular,23,may,2,-1,0,0,333,41-50 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1863,41,admin.,married,secondary,0,549,1,0,cellular,8,may,4,-1,0,0,326,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1864,51,admin.,single,tertiary,0,394,0,0,telephone,28,jan,2,-1,0,1,968,51-60 Years,End of Month,1,1 - 10 times,Above Average CallDuration
1865,33,management,single,tertiary,0,4835,0,0,cellular,6,may,2,-1,0,0,362,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1866,59,management,married,tertiary,0,1,1,0,cellular,29,apr,1,-1,0,1,210,51-60 Years,End of Month,4,One times,Below Average CallDuration
1867,57,management,married,secondary,0,1026,1,0,cellular,13,may,2,-1,0,0,52,51-60 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1868,54,management,single,tertiary,0,0,1,0,cellular,3,jun,1,-1,0,0,68,51-60 Years,Beginning of Month,6,One times,Below Average CallDuration
1869,35,technician,single,secondary,0,0,0,0,cellular,20,aug,2,-1,0,0,111,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1870,33,services,married,secondary,0,227,1,1,cellular,13,aug,2,-1,0,1,477,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1871,26,student,single,secondary,0,620,0,0,cellular,22,may,1,94,1,1,223,21-30 Years,End of Month,5,One times,Below Average CallDuration
1872,67,management,married,tertiary,0,405,0,0,cellular,10,nov,2,95,2,1,344,>61 Years,Beginning of Month,11,1 - 10 times,Below Average CallDuration
1873,60,admin.,married,secondary,0,478,0,0,cellular,19,jul,2,311,8,1,173,51-60 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
1874,52,services,married,secondary,0,659,0,0,cellular,28,jan,4,93,1,1,390,51-60 Years,End of Month,1,1 - 10 times,Above Average CallDuration
1875,36,technician,married,tertiary,0,341,0,0,cellular,12,feb,2,183,1,1,419,31-40 Years,Middle of Month,2,1 - 10 times,Above Average CallDuration
1876,58,services,married,secondary,0,50,1,0,cellular,20,nov,7,-1,0,0,161,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1877,40,management,married,tertiary,0,8902,1,0,cellular,14,aug,5,-1,0,0,464,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1878,23,student,single,secondary,0,1809,0,0,cellular,8,jul,2,-1,0,1,414,21-30 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
1879,60,retired,divorced,primary,0,685,0,1,telephone,21,jul,1,-1,0,0,89,51-60 Years,Middle of Month,7,One times,Below Average CallDuration
1880,29,technician,single,secondary,0,-2,1,1,cellular,18,may,5,-1,0,0,9,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1881,80,retired,married,secondary,0,668,0,0,telephone,8,jul,1,371,1,1,250,>61 Years,Beginning of Month,7,One times,Below Average CallDuration
1882,36,self-employed,divorced,secondary,0,-38,1,0,cellular,18,nov,2,-1,0,0,244,31-40 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1883,38,technician,married,secondary,1,0,0,1,cellular,31,jul,28,-1,0,0,44,31-40 Years,End of Month,7,20 - 30 times,Below Average CallDuration
1884,45,blue-collar,married,primary,1,153,0,1,cellular,18,jul,9,-1,0,0,706,41-50 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1885,25,entrepreneur,single,tertiary,0,140,1,0,cellular,7,may,1,-1,0,0,348,21-30 Years,Beginning of Month,5,One times,Below Average CallDuration
1886,60,retired,married,primary,0,172,0,0,cellular,11,aug,4,-1,0,0,247,51-60 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1887,49,technician,married,secondary,0,323,1,0,cellular,18,nov,2,-1,0,0,41,41-50 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1888,33,blue-collar,single,secondary,0,228,0,0,telephone,5,may,1,89,4,0,110,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
1889,46,technician,married,secondary,0,940,0,0,cellular,5,aug,2,-1,0,1,1227,41-50 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
1890,36,admin.,divorced,tertiary,0,4708,0,0,cellular,3,dec,1,171,1,1,284,31-40 Years,Beginning of Month,12,One times,Below Average CallDuration
1891,18,student,single,secondary,0,108,0,0,cellular,8,sep,1,-1,0,1,169,<=20 Years,Beginning of Month,9,One times,Below Average CallDuration
1892,31,blue-collar,divorced,secondary,0,-306,0,0,cellular,3,jun,2,-1,0,0,137,31-40 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1893,56,housemaid,divorced,secondary,0,977,0,0,cellular,7,jul,1,-1,0,0,1200,51-60 Years,Beginning of Month,7,One times,Above Average CallDuration
1894,48,management,married,secondary,0,2892,0,0,cellular,7,jul,1,385,1,1,407,41-50 Years,Beginning of Month,7,One times,Above Average CallDuration
1895,20,student,single,secondary,0,829,0,0,cellular,27,jan,3,202,2,1,196,<=20 Years,End of Month,1,1 - 10 times,Below Average CallDuration
1896,31,management,single,tertiary,0,924,0,0,cellular,27,feb,1,-1,0,1,172,31-40 Years,End of Month,2,One times,Below Average CallDuration
1897,32,management,married,tertiary,0,2737,1,1,cellular,21,nov,4,182,1,0,44,31-40 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1898,42,admin.,married,secondary,0,0,1,0,cellular,8,jul,1,-1,0,0,1011,41-50 Years,Beginning of Month,7,One times,Above Average CallDuration
1899,32,services,married,primary,0,228,1,0,cellular,21,jul,6,-1,0,1,1017,31-40 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1900,51,technician,married,tertiary,0,825,0,0,cellular,17,nov,3,-1,0,1,977,51-60 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1901,57,management,divorced,tertiary,0,429,1,0,cellular,17,jul,1,-1,0,0,245,51-60 Years,Middle of Month,7,One times,Below Average CallDuration
1902,33,services,married,secondary,0,2184,1,0,cellular,20,apr,1,-1,0,0,151,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1903,40,technician,divorced,secondary,0,16,1,0,telephone,12,may,12,347,5,0,34,31-40 Years,Middle of Month,5,10 - 20 times,Below Average CallDuration
1904,27,admin.,single,secondary,0,3629,0,0,cellular,16,jun,1,-1,0,0,66,21-30 Years,Middle of Month,6,One times,Below Average CallDuration
1905,49,blue-collar,married,primary,0,-157,1,0,cellular,7,jul,3,-1,0,1,491,41-50 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
1906,40,blue-collar,married,secondary,0,755,0,0,cellular,17,nov,1,117,1,0,408,31-40 Years,Middle of Month,11,One times,Above Average CallDuration
1907,73,retired,married,primary,0,279,0,0,cellular,28,jan,3,-1,0,1,399,>61 Years,End of Month,1,1 - 10 times,Above Average CallDuration
1908,36,blue-collar,married,primary,0,1925,1,0,cellular,20,apr,2,-1,0,1,904,31-40 Years,Middle of Month,4,1 - 10 times,Above Average CallDuration
